food_id,name_en,vernacular_names,category,calories(kcal),protein(g),carbs(g),fats(g),fiber(g),vitamins,minerals,ayurveda_dosha_vata,ayurveda_dosha_pitta,ayurveda_dosha_kapha,ayurveda_rasa,ayurveda_guna,ayurveda_virya,ayurveda_vipaka,health_tags,medical_usage,contraindications,drug_interactions,therapeutic_dosage,preparation_methods,restrictions,growing_regions,storage_shelf_life,,
FW579,Black Sesame,Black Sesame,Spices,320,12,50,10,25,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Neutral,Increase,Decrease,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Nutritional support, Antioxidant protection, Digestive health, Immune support","General wellness support, traditional dietary use in India",Individual sensitivities; consult healthcare provider for specific conditions,Consult healthcare provider for potential interactions,Culinary use as per recipe; therapeutic use as advised,"Fresh consumption, traditional cooking, steaming, sautéing",Allergies or medical contraindications,Across Indian states,Fresh: 2-10 days refrigerated; Dried: 6-12 months,,
FW580,Dried Kokum,Dried Kokum,Spices,320,12,50,10,25,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Neutral,Increase,Decrease,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Nutritional support, Antioxidant protection, Digestive health, Immune support","General wellness support, traditional dietary use in India",Individual sensitivities; consult healthcare provider for specific conditions,Consult healthcare provider for potential interactions,Culinary use as per recipe; therapeutic use as advised,"Fresh consumption, traditional cooking, steaming, sautéing",Allergies or medical contraindications,Across Indian states,Fresh: 2-10 days refrigerated; Dried: 6-12 months,,
FW581,Black Sesame,Black Sesame,Spices,320,12,50,10,25,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Neutral,Increase,Decrease,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Nutritional support, Antioxidant protection, Digestive health, Immune support","General wellness support, traditional dietary use in India",Individual sensitivities; consult healthcare provider for specific conditions,Consult healthcare provider for potential interactions,Culinary use as per recipe; therapeutic use as advised,"Fresh consumption, traditional cooking, steaming, sautéing",Allergies or medical contraindications,Across Indian states,Fresh: 2-10 days refrigerated; Dried: 6-12 months,,
FW582,Dried Kokum,Dried Kokum,Spices,320,12,50,10,25,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Neutral,Increase,Decrease,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Nutritional support, Antioxidant protection, Digestive health, Immune support","General wellness support, traditional dietary use in India",Individual sensitivities; consult healthcare provider for specific conditions,Consult healthcare provider for potential interactions,Culinary use as per recipe; therapeutic use as advised,"Fresh consumption, traditional cooking, steaming, sautéing",Allergies or medical contraindications,Across Indian states,Fresh: 2-10 days refrigerated; Dried: 6-12 months,,
FW583,Black Sesame,Black Sesame,Spices,320,12,50,10,25,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Neutral,Increase,Decrease,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Nutritional support, Antioxidant protection, Digestive health, Immune support","General wellness support, traditional dietary use in India",Individual sensitivities; consult healthcare provider for specific conditions,Consult healthcare provider for potential interactions,Culinary use as per recipe; therapeutic use as advised,"Fresh consumption, traditional cooking, steaming, sautéing",Allergies or medical contraindications,Across Indian states,Fresh: 2-10 days refrigerated; Dried: 6-12 months,,
FW584,Dried Kokum,Dried Kokum,Spices,320,12,50,10,25,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Neutral,Increase,Decrease,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Nutritional support, Antioxidant protection, Digestive health, Immune support","General wellness support, traditional dietary use in India",Individual sensitivities; consult healthcare provider for specific conditions,Consult healthcare provider for potential interactions,Culinary use as per recipe; therapeutic use as advised,"Fresh consumption, traditional cooking, steaming, sautéing",Allergies or medical contraindications,Across Indian states,Fresh: 2-10 days refrigerated; Dried: 6-12 months,,
FW585,Turmeric,"Haldi (हल्दी), Pasupu (పసుపు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW586,Cumin,"Jeera (जीरा), Jeelakarra (జీలకర్ర)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW587,Coriander Seeds,"Dhaniya (धनिया), Dhaniyalu (ధనియాలు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Increase,Decrease,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW588,Mustard Seeds,"Sarson/Rai (सरसों/राई), Avalu (ఆవాలు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW589,Fennel,"Saunf (सौंफ), Sompu (సోంపు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW590,Fenugreek Seeds,"Methi Dana (मेथी दाना), Menthulu (మెంతులు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Increase,Decrease,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW591,Black Pepper,"Kali Mirch (काली मिर्च), Miriyalu (మిరియాలు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW592,Cardamom,"Elaichi (इलायची), Yelakulu (ఏలకులు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW593,Clove,"Laung (लौंग), Lavangam (లవంగం)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW594,Cinnamon,"Dalchini (दालचीनी), Dalachinni (దాల్చిన చెక్క)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW595,Bay Leaf,"Tej Patta (तेज पत्ता), Biryanileaf (బిర్యాని ఆకులు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Increase,Decrease,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW596,Asafoetida,"Hing (हींग), Inguva (ఇంగువ)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW597,Dry Red Chilli,"Sukhi Mirch (सूखी मिर्च), Endu Mirapakaya (ఎండు మిరపకాయ)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW598,Green Chilli,"Hari Mirch (हरी मिर्च), Pachchi Mirchi (పచ్చి మిర్చి)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW599,Garlic (Dry),"Lahsun (लहसुन), Vellulli (వెల్లుల్లి)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW600,Nigella Seeds,"Kalonji (कलौंजी), Nuvvulu Nalla (నల్ల జీలకఱ్ర?)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW601,Sesame Seeds,"Til (तिल), Nuvvulu (నువ్వులు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW602,Tamarind,"Imli (इमली), Chintapandu (చింతపండు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW603,Mint Leaves,"Pudina (पुदीना), Pudina (పుదీనా)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Increase,Decrease,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW604,Turmeric,"Haldi (हल्दी), Pasupu (పసుపు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW605,Cumin ,"Jeera (जीरा), Jeelakarra (జీలకర్ర)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW606,Coriander Seeds,"Dhaniya (धनिया), Dhaniyalu (ధనియాలు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Increase,Decrease,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW607,Mustard Seeds,"Sarson/Rai (सरसों/राई), Avalu (ఆవాలు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW608,Fennel ,"Saunf (सौंफ), Sompu (సోంపు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW609,Fenugreek Seeds,"Methi Dana (मेथी दाना), Menthulu (మెంతులు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Increase,Decrease,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW610,Black Pepper,"Kali Mirch (काली मिर्च), Miriyalu (మిరియాలు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW611,Cardamom ,"Elaichi (इलायची), Yelakulu (ఏలకులు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW612,Clove ,"Laung (लौंग), Lavangam (లవంగం)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW613,Cinnamon ,"Dalchini (दालचीनी), Dalachinni (దాల్చిన చెక్క)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW614,Bay Leaf ,"Tej Patta (तेज पत्ता), Biryanileaf (బిర్యాని ఆకులు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Increase,Decrease,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW615,Asafoetida,"Hing (हींग), Inguva (ఇంగువ)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW616,Curry Leaves,"Kadi Patta (करी पत्ता), Karivepaku (కరివేపాకు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Increase,Decrease,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
